NOMBRE_TUI;TIPOS_TUI;CATEGORIA_TUI;DIRECCION;RATING_TUI;TOTAL_VALORACIONES_TUI;PRECIO;ESTADO_NEGOCIO;LATITUD_TUI;LONGITUD_TUI;URL;WEBSITE;HORARIO;TELEFONO;RESERVA_POSIBLE;ACCESIBILIDAD_SILLA_RUEDAS
Senior CEU University;Universidades;Instituciones y servicios públicos;C. del Tutor, 35, Moncloa - Aravaca, 28008 Madrid, Spain;4,2;18;;Abierto;404288;371649;https://maps.google.com/?cid=1052966782104057778;https://www.universidadmayoresceu.es/;Monday: 9:30?AM?–?2:00?PM, 4:00?–?7:00?PM | Tuesday: 9:30?AM?–?2:00?PM, 4:00?–?7:00?PM | Wednesday: 9:30?AM?–?2:00?PM, 4:00?–?7:00?PM | Thursday: 9:30?AM?–?2:00?PM, 4:00?–?7:00?PM | Friday: 9:00?AM?–?2:00?PM | Saturday: Closed | Sunday: Closed;917 45 16 34;FALSO;VERDADERO
Gabriela Mora Jewelry;Joyerías;Compras;C. de Concepción Jerónima, 21, Centro, 28012 Madrid, Spain;0;0;;Abierto;404138;370589;https://maps.google.com/?cid=15812433199087078146;;Monday: 9:00?AM?–?5:00?PM | Tuesday: 9:00?AM?–?5:00?PM | Wednesday: 9:00?AM?–?5:00?PM | Thursday: 9:00?AM?–?5:00?PM | Friday: 9:00?AM?–?5:00?PM | Saturday: 9:00?AM?–?5:00?PM | Sunday: Closed;;FALSO;FALSO
Krüger - Restaurante Alemán | Cervecería Artesanal, Plaza España;Bares, Cervecerías, Coctelerías, Restaurantes, Tapas, Vegano, Vegetariano;Gastronomía y ocio nocturno;Calle de la Princesa, 5, Moncloa - Aravaca, 28008 Madrid, Spain;4,1;1502;Barato;Cerrado temporalmente;404246;371330;https://maps.google.com/?cid=1259702348325293015;http://www.restaurantekruger.com/;;915 48 47 97;VERDADERO;VERDADERO
ACT Madrid Actores, Cine & TV (Actores Madrid);Cines, Teatros;Cultura y arte;C. de Loreto y Chicote, 7, Centro, 28004 Madrid, Spain;4,8;79;;Abierto;404214;370395;https://maps.google.com/?cid=15987893210002648885;http://act-madrid.com/;Monday: 10:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Tuesday: 10:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Wednesday: 10:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Thursday: 10:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Friday: 10:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Saturday: Closed | Sunday: Closed;695 95 94 55;FALSO;VERDADERO
Supermercados Dia;Panaderías, Supermercados;Compras;Calle de la Magdalena, 20, Centro, 28012 Madrid, Spain;4;164;;Abierto;404123;370117;https://maps.google.com/?cid=5159713827422175082;http://www.dia.es/compra-online/;Monday: 9:00?AM?–?10:00?PM | Tuesday: 9:00?AM?–?10:00?PM | Wednesday: 9:00?AM?–?10:00?PM | Thursday: 9:00?AM?–?10:00?PM | Friday: 9:00?AM?–?10:00?PM | Saturday: 9:00?AM?–?10:00?PM | Sunday: 10:00?AM?–?8:00?PM;912 17 04 53;FALSO;VERDADERO
Free Walking Tours Madrid;Montañas, Oficinas de turismo, Senderismo;Instituciones y servicios públicos, Naturaleza y actividades al aire libre;kiosko refrescos, Pl. del Callao, s/n, Centro, 28013 Madrid, Spain;4,8;2912;;Abierto;404200;370605;https://maps.google.com/?cid=4076179138230630219;http://freewalkingtoursmadrid.com/;Monday: 10:00?AM?–?6:00?PM | Tuesday: 10:00?AM?–?6:00?PM | Wednesday: 10:00?AM?–?6:00?PM | Thursday: 10:00?AM?–?6:00?PM | Friday: 10:00?AM?–?6:00?PM | Saturday: 10:00?AM?–?6:00?PM | Sunday: 10:00?AM?–?6:00?PM;633 84 59 06;FALSO;FALSO
Librería Méndez;Librerías;Compras;C. Mayor, 18, Centro, 28013 Madrid, Spain;4,7;147;;Abierto;404166;370666;https://maps.google.com/?cid=17903170342491221471;http://www.libreriamendez.net/;Monday: 10:00?AM?–?2:00?PM, 4:30?–?8:00?PM | Tuesday: 10:00?AM?–?2:00?PM, 4:30?–?8:00?PM | Wednesday: 10:00?AM?–?2:00?PM, 4:30?–?8:00?PM | Thursday: 10:00?AM?–?2:00?PM, 4:30?–?8:00?PM | Friday: 10:00?AM?–?2:00?PM, 4:30?–?8:00?PM | Saturday: 10:00?AM?–?2:00?PM, 5:00?–?8:00?PM | Sunday: Closed;913 66 41 41;FALSO;FALSO
Biblioteca Pública Municipal Benito Pérez Galdós;Bibliotecas;Cultura y arte;C. del Conde Duque, 9, Centro, 28015 Madrid, Spain;3,6;114;;Abierto;404278;371119;https://maps.google.com/?cid=139628294737837016;https://bibliotecas.madrid.es/portales/bibliotecas/es/Informacion-y-servicios/Busca-tu-biblioteca/Biblioteca-Publica-Municipal-Benito-Perez-Galdos-Centro-/?vgnextfmt=default&vgnextoid=13ec3d0b5e71c010VgnVCM1000000b205a0aRCRD&vgnextchannel=200b8e7a1f1d3510VgnVCM1000008a4a900aRCRD;Monday: 8:30?AM?–?8:00?PM | Tuesday: 8:30?AM?–?8:00?PM | Wednesday: 8:30?AM?–?8:00?PM | Thursday: 8:30?AM?–?8:00?PM | Friday: 8:30?AM?–?8:00?PM | Saturday: Closed | Sunday: Closed;915 88 59 10;FALSO;VERDADERO
Aparcamiento para bicicletas;Aparcamientos;Transporte;C. del Arenal, 7-1, Centro, Centro, 28013 Madrid, Spain;5;1;;Abierto;404170;370573;https://maps.google.com/?cid=17213620670441483304;;;;FALSO;FALSO
UrbanBox CrossFit;Gimnasios;Bienestar y deporte;C. de Martín de Vargas, 22, Arganzuela, 28005 Madrid, Spain;4,5;125;;Abierto;404027;370193;https://maps.google.com/?cid=150505539049796118;http://www.urbanboxcrossfit.com/;Monday: 7:00?AM?–?9:30?PM | Tuesday: 8:00?AM?–?9:30?PM | Wednesday: 7:00?AM?–?9:30?PM | Thursday: 8:00?AM?–?9:30?PM | Friday: 7:00?AM?–?8:30?PM | Saturday: 9:30?AM?–?2:30?PM | Sunday: Closed;;FALSO;VERDADERO
Estación de Servicio Repsol;Gasolineras;Transporte;C/ del Áncora, 39, Arganzuela, 28045 Madrid, Spain;4,2;108;;Abierto;404029;368981;https://maps.google.com/?cid=16486240101081275121;https://www.repsol.es/buscador-eess-y-puntos-de-recarga/madrid/madrid/cl-ancora-39/;Monday: 8:00?AM?–?3:00?PM | Tuesday: 8:00?AM?–?3:00?PM | Wednesday: 8:00?AM?–?3:00?PM | Thursday: 8:00?AM?–?3:00?PM | Friday: 8:00?AM?–?3:00?PM | Saturday: Closed | Sunday: Closed;914 68 17 00;FALSO;FALSO
Tienda Erótica LOLATOYS - Sex shop en Madrid;Clínicas;Instituciones y servicios públicos;C. del Marqués Viudo de Pontejos, 1, Centro, 28012 Madrid, Spain;4,8;486;;Abierto;404156;370439;https://maps.google.com/?cid=792237141219411555;https://lolatoys.com/es/;Monday: 11:00?AM?–?9:30?PM | Tuesday: 11:00?AM?–?9:30?PM | Wednesday: 11:00?AM?–?9:30?PM | Thursday: 11:00?AM?–?9:30?PM | Friday: 11:00?AM?–?9:30?PM | Saturday: 11:00?AM?–?9:30?PM | Sunday: 11:00?AM?–?9:30?PM;915 21 20 40;FALSO;FALSO
Jardines de Lepanto;Jardines, Parques, Parques naturales;Naturaleza y actividades al aire libre;C. de Lepanto, Centro, 28013 Madrid, Spain;4,6;686;;Abierto;404175;371243;https://maps.google.com/?cid=18154360801322110520;;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;;FALSO;VERDADERO
Madrid School of Gestalt Therapy;Colegios;Instituciones y servicios públicos;Calle de la Bolsa, 14, 1ºIzq, Centro, 28012 Madrid, Spain;0;0;;Abierto;404150;370529;https://maps.google.com/?cid=14779813912779028513;http://www.gestaltmadrid.com/;;915 32 45 15;FALSO;FALSO
LeClinic's Medicine and Cosmetic Surgery;Piscinas, Spas;Bienestar y deporte;C. de Toledo, 151, Arganzuela, 28005 Madrid, Spain;4,4;308;;Abierto;404038;371255;https://maps.google.com/?cid=17732753018523803306;;Monday: 11:00?AM?–?8:00?PM | Tuesday: 11:00?AM?–?8:00?PM | Wednesday: 11:00?AM?–?8:00?PM | Thursday: 11:00?AM?–?8:00?PM | Friday: 11:00?AM?–?8:00?PM | Saturday: Closed | Sunday: Closed;640 71 49 68;FALSO;VERDADERO
University Ecclesiastical San Damaso;Universidades;Instituciones y servicios públicos;C. de Jerte, 10, Centro, 28005 Madrid, Spain;4,7;72;;Abierto;404109;371546;https://maps.google.com/?cid=7474730475965387436;http://www.sandamaso.es/;Monday: 9:00?AM?–?9:00?PM | Tuesday: 9:00?AM?–?9:00?PM | Wednesday: 9:00?AM?–?9:00?PM | Thursday: 9:00?AM?–?9:00?PM | Friday: 9:00?AM?–?9:00?PM | Saturday: Closed | Sunday: Closed;913 64 40 10;FALSO;VERDADERO
Carrefour Express;Supermercados;Compras;C. del León, 4, Centro, 28014 Madrid, Spain;3,9;326;;Abierto;404144;369873;https://maps.google.com/?cid=3702092894576240587;https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/calle-leon-s.aspx;Monday: 9:00?AM?–?10:00?PM | Tuesday: 9:00?AM?–?10:00?PM | Wednesday: 9:00?AM?–?10:00?PM | Thursday: 9:00?AM?–?10:00?PM | Friday: 9:00?AM?–?10:00?PM | Saturday: 9:00?AM?–?10:00?PM | Sunday: 10:00?AM?–?10:00?PM;914 90 89 00;FALSO;VERDADERO
ZAPSHOP;Zapaterías;Compras;C. de la Montera, 24, Centro, 28013 Madrid, Spain;3,5;133;;Abierto;404184;370202;https://maps.google.com/?cid=15042861126773720959;https://www.zapshop.es/;Monday: 10:00?AM?–?9:30?PM | Tuesday: 10:00?AM?–?9:30?PM | Wednesday: 10:00?AM?–?9:30?PM | Thursday: 10:00?AM?–?9:30?PM | Friday: 10:00?AM?–?10:00?PM | Saturday: 10:00?AM?–?10:00?PM | Sunday: 11:00?AM?–?9:00?PM;915 23 91 70;FALSO;FALSO
Hotel Fénix Gran Meliá - The Leading Hotels of the World;Albergues, Apartamentos turísticos, Hostales, Hoteles;Alojamiento;C. de Hermosilla, 2, Salamanca, 28001 Madrid, Spain;4,6;1705;;Abierto;404265;368921;https://maps.google.com/?cid=13438540805857794601;https://www.melia.com/en/hotels/spain/madrid/fenix-gran-melia?utm_campaign=google&utm_content=2818&utm_medium=organic&utm_source=directories;;914 31 67 00;FALSO;VERDADERO
Hotel Sterling Gran Vía;Albergues, Apartamentos turísticos, Hostales, Hoteles;Alojamiento;C. de San Bernardo, 29, 31, Centro, 28015 Madrid, Spain;3,9;1465;;Abierto;404230;370766;https://maps.google.com/?cid=1826992777608015808;http://www.hotelsterlingmadrid.com/;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;915 42 04 00;FALSO;VERDADERO
Escridiscos;Tiendas de ropa;Compras;C. de las Navas de Tolosa, 4, Centro, 28013 Madrid, Spain;4,6;577;;Abierto;404192;370650;https://maps.google.com/?cid=15520005398336534784;http://www.discogs.com/es/Escridiscos;Monday: 11:00?AM?–?2:30?PM, 5:00?–?8:30?PM | Tuesday: 11:00?AM?–?2:30?PM, 5:00?–?8:30?PM | Wednesday: 11:00?AM?–?2:30?PM, 5:00?–?8:30?PM | Thursday: 11:00?AM?–?2:30?PM, 5:00?–?8:30?PM | Friday: 11:00?AM?–?2:30?PM, 5:00?–?8:30?PM | Saturday: 10:00?AM?–?2:30?PM, 5:00?–?8:30?PM | Sunday: Closed;915 22 84 64;FALSO;VERDADERO
Estación de Servicio Repsol;Gasolineras;Transporte;P.º de Sta. María de la Cabeza, 18, D, Arganzuela, 28045 Madrid, Spain;4;481;;Abierto;404058;369517;https://maps.google.com/?cid=2745981492723943171;https://www.repsol.es/buscador-eess-y-puntos-de-recarga/madrid/madrid/cl-paseo-sta-maria-de-la-cabeza-18/;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;915 27 30 61;FALSO;FALSO
Hostal Bianco;Campos de golf, Templos budistas;Bienestar y deporte, Religión;Calle de Echegaray, 5 -1, Derecha, Centro, 28014 Madrid, Spain;4,4;247;;Abierto;404160;369957;https://maps.google.com/?cid=368302928494256337;http://www.hostalbianco.com/;;913 69 13 32;FALSO;FALSO
Parking Las Cortes;Aparcamientos;Transporte;Pl. de las Cortes, s/n, Centro, 28014 Madrid, Spain;3,7;1102;;Abierto;404156;369524;https://maps.google.com/?cid=3447191387155605764;https://www.telpark.com/es/ciudades/madrid/parking-las-cortes/;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;914 20 31 55;FALSO;FALSO
UNOde50;Joyerías;Compras;Calle de Fuencarral, 17, Centro, 28004 Madrid, Spain;4,3;115;;Abierto;404211;370129;https://maps.google.com/?cid=15494098786417738885;http://www.unode50.com/es/;Monday: 10:00?AM?–?9:00?PM | Tuesday: 10:00?AM?–?9:00?PM | Wednesday: 10:00?AM?–?9:00?PM | Thursday: 10:00?AM?–?9:00?PM | Friday: 10:00?AM?–?9:00?PM | Saturday: 10:00?AM?–?10:00?PM | Sunday: 11:00?AM?–?9:00?PM;915 23 99 75;FALSO;VERDADERO
Mi Primer Festival de Cine Madrid;Cines, Teatros;Cultura y arte;Calle de Fuencarral, 125, Chamberí, 28010 Madrid, Spain;0;0;;Abierto;404308;370345;https://maps.google.com/?cid=5219036643577150910;https://primerfestivaldecine.com/;Monday: 9:00?AM?–?5:00?PM | Tuesday: 9:00?AM?–?7:00?PM | Wednesday: 9:00?AM?–?5:00?PM | Thursday: 9:00?AM?–?5:00?PM | Friday: 9:00?AM?–?5:00?PM | Saturday: 11:00?AM?–?7:00?PM | Sunday: 11:00?AM?–?7:00?PM;933 02 35 53;FALSO;FALSO
Pharmacy Orthopedics Chueca;Farmacias;Compras;C. de Augusto Figueroa, 39, Centro, 28004 Madrid, Spain;3,9;59;;Abierto;404221;369708;https://maps.google.com/?cid=6685888932158914219;https://farmaciaortopediachueca.com/;Monday: 9:30?AM?–?9:30?PM | Tuesday: 9:30?AM?–?9:30?PM | Wednesday: 9:30?AM?–?9:30?PM | Thursday: 9:30?AM?–?9:30?PM | Friday: 9:30?AM?–?9:30?PM | Saturday: 9:30?AM?–?9:30?PM | Sunday: Closed;915 21 53 21;FALSO;VERDADERO
Óptica Man;Clínicas;Instituciones y servicios públicos;Cava de San Miguel, 2, C. Mayor, 49, Semiesquina, Centro, 28005 Madrid, Spain;4,9;68;;Abierto;404157;370903;https://maps.google.com/?cid=3709559480665674492;https://www.opticaman.com/;Monday: 9:30?AM?–?1:30?PM, 4:30?–?8:00?PM | Tuesday: 9:30?AM?–?1:30?PM, 4:30?–?8:00?PM | Wednesday: 9:30?AM?–?1:30?PM, 4:30?–?8:00?PM | Thursday: 9:30?AM?–?1:30?PM, 4:30?–?8:00?PM | Friday: 9:30?AM?–?1:30?PM, 4:30?–?8:00?PM | Saturday: 9:30?AM?–?1:30?PM | Sunday: Closed;915 59 83 38;FALSO;FALSO
Lola Rey;Zapaterías;Compras;C. de la Montera, 2, Centro, 28013 Madrid, Spain;3,5;99;;Abierto;404172;370296;https://maps.google.com/?cid=4241662075847494916;http://lolarey.es/;Monday: 10:00?AM?–?10:00?PM | Tuesday: 10:00?AM?–?10:00?PM | Wednesday: 10:00?AM?–?10:00?PM | Thursday: 10:00?AM?–?10:00?PM | Friday: 10:00?AM?–?10:00?PM | Saturday: 10:00?AM?–?10:00?PM | Sunday: 10:30?AM?–?10:00?PM;664 76 83 38;FALSO;VERDADERO
Bershka;Mercados, Perfumerías, Tiendas, Tiendas de ropa, Zapaterías;Compras;Gran Vía, 25, Centro, 28013 Madrid, Spain;3,9;3340;;Abierto;404200;370224;https://maps.google.com/?cid=14396312292846242737;https://www.bershka.com/es;Monday: 10:00?AM?–?10:00?PM | Tuesday: 10:00?AM?–?10:00?PM | Wednesday: 10:00?AM?–?10:00?PM | Thursday: 10:00?AM?–?10:00?PM | Friday: 10:00?AM?–?10:00?PM | Saturday: 10:00?AM?–?10:00?PM | Sunday: 10:00?AM?–?10:00?PM;913 60 49 87;FALSO;VERDADERO
Mundolab XXI S.L.;Hospitales;Instituciones y servicios públicos;C. de Alberto Aguilera, 64, 1º centro, Chamberí, 28015 Madrid, Spain;3,6;85;;Abierto;404307;371491;https://maps.google.com/?cid=4768231019851357479;https://www.mundolab.com/;Monday: 8:30?AM?–?1:30?PM, 4:00?–?8:00?PM | Tuesday: 8:30?AM?–?1:30?PM, 4:00?–?8:00?PM | Wednesday: 8:30?AM?–?1:30?PM, 4:00?–?8:00?PM | Thursday: 8:30?AM?–?1:30?PM, 4:00?–?8:00?PM | Friday: 8:30?AM?–?1:30?PM | Saturday: Closed | Sunday: Closed;915 47 91 11;FALSO;VERDADERO
Plaza de España - Terminal;Estaciones de autobús;Transporte;Centro, 28015 Madrid, Spain;3;1;;Abierto;404243;371059;https://maps.google.com/?cid=14820361268927090040;;;;FALSO;VERDADERO
Trushi International Academy;Universidades;Instituciones y servicios públicos;Gran Vía, 55, Centro, 28013 Madrid, Spain;5;2;;Abierto;404215;370862;https://maps.google.com/?cid=5416020089515292455;http://avvocatoinspagna.info/;Monday: 9:00?AM?–?8:00?PM | Tuesday: 9:00?AM?–?8:00?PM | Wednesday: 9:00?AM?–?8:00?PM | Thursday: 9:00?AM?–?8:00?PM | Friday: 9:00?AM?–?8:00?PM | Saturday: Closed | Sunday: Closed;681 08 30 93;FALSO;FALSO
Puerta de Alcalá - Retiro;Estaciones de autobús;Transporte;Retiro, 28001 Madrid, Spain;4,8;64;;Abierto;404195;368821;https://maps.google.com/?cid=5008875735792469296;;;;FALSO;VERDADERO
Astoria;Cafés;Gastronomía y ocio nocturno;Pl. de Santo Domingo, 9, Centro, 28013 Madrid, Spain;4,1;89;;Abierto;404205;370924;https://maps.google.com/?cid=14777472350196633446;;Monday: 7:30?AM?–?7:00?PM | Tuesday: 7:30?AM?–?7:00?PM | Wednesday: 7:30?AM?–?7:00?PM | Thursday: 7:30?AM?–?7:00?PM | Friday: 7:30?AM?–?8:30?PM | Saturday: 11:00?AM?–?10:00?PM | Sunday: Closed;639 91 36 86;FALSO;VERDADERO
Autores Café;Discotecas;Gastronomía y ocio nocturno;C. de Campoamor, 6, Centro, 28004 Madrid, Spain;4,1;338;Barato;Abierto;404255;369592;https://maps.google.com/?cid=12177623909633101553;https://m.facebook.com/autorescafe;Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: 8:00?PM?–?3:00?AM | Friday: 8:00?PM?–?3:30?AM | Saturday: 8:00?PM?–?3:30?AM | Sunday: Closed;691 08 22 65;VERDADERO;FALSO
Taj Indian Restaurant Madrid | Cocina Hindú;Restaurantes, Tapas, Vegano, Vegetariano;Gastronomía y ocio nocturno;C. del Marqués de Cubas, 6, Centro, 28014 Madrid, Spain;4,1;1380;Moderado;Abierto;404172;369563;https://maps.google.com/?cid=16828184848298425211;http://restaurantetaj.es/;Monday: 1:00?–?4:00?PM, 8:30?–?11:30?PM | Tuesday: 1:00?–?4:00?PM, 8:30?–?11:30?PM | Wednesday: 1:00?–?4:00?PM, 8:30?–?11:30?PM | Thursday: 1:00?–?4:00?PM, 8:30?–?11:30?PM | Friday: 1:00?–?4:00?PM, 8:30?–?11:30?PM | Saturday: 1:00?–?4:00?PM, 8:30?–?11:30?PM | Sunday: 1:00?–?4:00?PM, 8:30?–?11:30?PM;915 21 63 27;VERDADERO;FALSO
Carrefour Express;Supermercados;Compras;C. Imperial, 7, Centro, 28012 Madrid, Spain;3,9;134;;Abierto;404144;370703;https://maps.google.com/?cid=17944430243982662857;https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/calle-imperial-7-madrid-s.aspx;Monday: 8:30?AM?–?11:00?PM | Tuesday: 8:30?AM?–?11:00?PM | Wednesday: 8:30?AM?–?11:00?PM | Thursday: 8:30?AM?–?11:00?PM | Friday: 8:30?AM?–?11:00?PM | Saturday: 8:30?AM?–?11:00?PM | Sunday: 10:00?AM?–?11:00?PM;914 90 89 00;FALSO;VERDADERO
Parroquia de Nuestra Señora de los Dolores;Basílicas, Catedrales, Conventos, Ermitas, Iglesias, Monasterios;Religión;C. de San Bernardo, 103, Chamberí, 28015 Madrid, Spain;4,6;192;;Abierto;404312;370541;https://maps.google.com/?cid=2984292530027726198;https://nuestrasenoradelosdolores.archimadrid.es/;Monday: 7:30?AM?–?12:45?PM, 6:30?–?8:00?PM | Tuesday: 7:30?AM?–?12:45?PM, 6:30?–?8:00?PM | Wednesday: 7:30?AM?–?12:45?PM, 6:30?–?8:00?PM | Thursday: 7:30?AM?–?12:45?PM, 6:30?–?8:00?PM | Friday: 7:30?AM?–?12:45?PM, 6:30?–?8:00?PM | Saturday: 7:30?AM?–?12:45?PM, 6:30?–?9:00?PM | Sunday: 8:30?AM?–?2:15?PM, 6:30?–?9:00?PM;914 45 49 22;FALSO;VERDADERO
MAC Cosmetics;Centros comerciales;Compras;CC El Corte Inglés Preciados, C. de Preciados, 3, Centro, 28013 Madrid, Spain;4,2;3810;;Abierto;404174;370470;https://maps.google.com/?cid=6361656209921938399;https://www.maccosmetics.es/stores;Monday: 10:00?AM?–?10:00?PM | Tuesday: 10:00?AM?–?10:00?PM | Wednesday: 10:00?AM?–?10:00?PM | Thursday: 10:00?AM?–?10:00?PM | Friday: 10:00?AM?–?10:00?PM | Saturday: 10:00?AM?–?10:00?PM | Sunday: 11:00?AM?–?9:00?PM;915 32 96 27;FALSO;VERDADERO
Escuela de Formación Profesional - Madrid;Colegios;Instituciones y servicios públicos;C. de Fray Ceferino González, 4, Centro, 28005 Madrid, Spain;3,5;2;;Abierto;404089;370603;https://maps.google.com/?cid=11155884106442174169;http://www.escueladeformacionprofesional.es/;;913 55 16 30;FALSO;VERDADERO
adidas Brand Center Madrid;Zapaterías;Compras;Gran Vía, 21, Centro, 28013 Madrid, Spain;4,2;2893;;Abierto;404198;370104;https://maps.google.com/?cid=3259942224347083737;https://go.adidas.com/ihha/11c0ab86;Monday: 10:00?AM?–?10:00?PM | Tuesday: 10:00?AM?–?10:00?PM | Wednesday: 10:00?AM?–?10:00?PM | Thursday: 10:00?AM?–?10:00?PM | Friday: 10:00?AM?–?10:00?PM | Saturday: 10:00?AM?–?10:00?PM | Sunday: 11:00?AM?–?10:00?PM;918 36 88 67;FALSO;VERDADERO
gimnasio el búho;Gimnasios;Bienestar y deporte;C. de San Bernardo, 84, Centro, 28015 Madrid, Spain;4,7;42;;Abierto;404285;370593;https://maps.google.com/?cid=4717911349481834367;http://gimnasioelbuho.com/;Monday: 11:00?AM?–?3:00?PM, 5:00?–?10:00?PM | Tuesday: 11:00?AM?–?3:00?PM, 5:00?–?10:00?PM | Wednesday: 11:00?AM?–?3:00?PM, 5:00?–?10:00?PM | Thursday: 11:00?AM?–?3:00?PM, 5:00?–?10:00?PM | Friday: 11:00?AM?–?3:00?PM, 5:00?–?10:00?PM | Saturday: Closed | Sunday: Closed;914 45 68 01;FALSO;VERDADERO
???? Lady Vicky Barbershop ???? ???? barbería en el centro de Madrid;Piscinas, Spas;Bienestar y deporte;C. de las Minas, 14, Centro, 28004 Madrid, Spain;4,9;229;;Abierto;404246;370596;https://maps.google.com/?cid=3928392630414967140;https://ladyvickybarbershop.sitewebeditor.com/;Monday: Closed | Tuesday: 11:30?AM?–?8:30?PM | Wednesday: 11:30?AM?–?8:30?PM | Thursday: 11:30?AM?–?8:30?PM | Friday: 11:30?AM?–?8:30?PM | Saturday: Closed | Sunday: Closed;;FALSO;FALSO
La Causa Art Shop;Galerías de arte;Cultura y arte;C/ de Jesús del Valle, 27, Bajo Derecha, Centro, 28004 Madrid, Spain;4,9;118;;Abierto;404249;370363;https://maps.google.com/?cid=7834403957427601521;http://www.lacausaartshop.com/;Monday: Closed | Tuesday: 11:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Wednesday: 11:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Thursday: 11:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Friday: 11:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Saturday: 12:00?–?8:00?PM | Sunday: Closed;918 32 52 25;FALSO;VERDADERO
Embassy of Qatar;Consulados, Embajadas;Instituciones y servicios públicos;P.º de la Castellana, 15, Chamberí, 28046 Madrid, Spain;4,1;14;;Abierto;404281;369019;https://maps.google.com/?cid=3652432837584372730;https://madrid.embassy.qa/es;Monday: 9:00?AM?–?4:00?PM | Tuesday: 9:00?AM?–?4:00?PM | Wednesday: 9:00?AM?–?4:00?PM | Thursday: 9:00?AM?–?4:00?PM | Friday: 9:00?AM?–?4:00?PM | Saturday: Closed | Sunday: Closed;913 10 69 26;FALSO;FALSO
Aristocrazy;Joyerías;Compras;Gran Vía, 26, Centro, 28013 Madrid, Spain;3,9;173;;Abierto;404201;370135;https://maps.google.com/?cid=8770884210500162272;https://www.aristocrazy.com/es/Home;Monday: 10:00?AM?–?9:00?PM | Tuesday: 10:00?AM?–?9:00?PM | Wednesday: 10:00?AM?–?9:00?PM | Thursday: 10:00?AM?–?9:00?PM | Friday: 10:00?AM?–?9:00?PM | Saturday: 10:00?AM?–?9:00?PM | Sunday: 12:00?–?8:00?PM;914 25 80 14;FALSO;VERDADERO
