PLACE_ID,NOMBRE_TUI,TIPOS_TUI,CATEGORIA_TUI,DIRECCION,RATING_TUI,TOTAL_VALORACIONES_TUI,PRECIO,ESTADO_NEGOCIO,LATITUD_TUI,LONGITUD_TUI,URL,WEBSITE,HORARIO,TELEFONO,RESERVA_POSIBLE,ACCESIBILIDAD_SILLA_RUEDAS
ChIJtVdpFn4oQg0R3iqHwPlrK18,St. Ludwig (Spies),"Iglesias,Iglesias",ESPACIOS RELIGIOSOS,"Centro, 28013 Madrid, Spain",0,0,—,Abierto,40.41677539999999,-3.7037902000000003,https://maps.google.com/?cid=9548637365081379331,,,,NO,NO
ChIJiZlpDoQoQg0R8RRukIRP1RQ,Church of Saint Joseph,"Iglesias,Iglesias",ESPACIOS RELIGIOSOS,"C. Alcalá, 43, Centro, 28014 Madrid, Spain","4,7",945,—,Abierto,40.41909989999999,-3.696640000000001,https://maps.google.com/?cid=7002175856173310092,http://www.misas.org/p/parroquia-de-san-jose-madrid,"Monday: 7:00AM–12:30PM, 6:00–8:00PM | Tuesday: 7:00AM–12:30PM, 6:00–8:00PM | Wednesday: 7:00AM–12:30PM, 6:00–8:00PM | Thursday: 7:00AM–12:30PM, 6:00–8:00PM | Friday: 7:00AM–12:30PM, 6:00–8:00PM | Saturday: 10:00AM–12:30PM | Sunday: 9:30AM–12:30PM, 6:30–8:30PM",915 22 67 84,NO,SI
ChIJgZtGGYcoQg0RAqZYPkDurXE,Oratorio del Caballero de Gracia,"Iglesias,Iglesias",ESPACIOS RELIGIOSOS,"C. del Caballero de Gracia, 5, Centro, 28013 Madrid, Spain","4,8",1099,Barato,Abierto,40.4197896,-3.7006299999999994,https://maps.google.com/?cid=18014904684699336730,http://caballerodegracia.org/,"Monday: 10:00AM–1:45PM, 5:00–8:45PM | Tuesday: 10:00AM–1:45PM, 5:00–8:45PM | Wednesday: 10:00AM–1:45PM, 5:00–8:45PM | Thursday: 10:00AM–1:45PM, 5:00–8:45PM | Friday: 10:00AM–1:45PM, 5:00–8:45PM | Saturday: 10:00AM–1:45PM, 5:00–8:45PM | Sunday: 10:00AM–1:45PM, 5:00–8:45PM",915 32 69 37,NO,NO
ChIJ--wQtYYoQg0RnJkwi0DghG4,Church of the Calatravas,"Iglesias,Iglesias",ESPACIOS RELIGIOSOS,"C. Alcalá, 25, Centro, 28014 Madrid, Spain","4,5",923,Moderado,Abierto,40.418400000000005,-3.6990968999999994,https://maps.google.com/?cid=8562194308123017259,http://www.iglesiacalatravas.com/,"Monday: 7:45AM–1:00PM | Tuesday: 7:45AM–1:00PM, 6:00–8:00PM | Wednesday: 7:45AM–1:00PM, 6:00–8:00PM | Thursday: 7:45AM–1:00PM, 5:45–9:00PM | Friday: 7:45AM–1:00PM, 6:00–8:00PM | Saturday: 7:30–9:00AM, 6:30–8:00PM | Sunday: 11:30AM–1:30PM",915 21 80 35,NO,NO
ChIJlbJvHwApQg0R9uXgv5cm_uI,Iglesia de Scientology de España,"Iglesias,Iglesias",ESPACIOS RELIGIOSOS,"Calle de Sta. Catalina, 7, Centro, 28014 Madrid, Spain","4,6",22,Barato,Abierto,40.4154502,-3.69775,https://maps.google.com/?cid=8474726161537967986,https://www.scientology-madrid.es/,Monday: 9:45AM–9:45PM | Tuesday: 9:45AM–9:45PM | Wednesday: 9:45AM–9:45PM | Thursday: 9:45AM–9:45PM | Friday: 9:45AM–9:45PM | Saturday: 9:45AM–6:30PM | Sunday: 9:45AM–6:30PM,912 09 21 70,NO,NO
ChIJyXcKYV8pQg0RQyUMAISoQM4,Hornacina de la Virgen del Carmen,"Iglesias,Iglesias",ESPACIOS RELIGIOSOS,"C. Alcalá, 43, Centro, 28014 Madrid, Spain",0,0,—,Abierto,40.41908049999999,-3.69647,https://maps.google.com/?cid=10782008047570681552,http://esculturayarte.com/005163/Nuestra-Senora-del-Carmen-2-en-Madrid.html#.W7JwN5_tY0M,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,,NO,NO
ChIJFydViykpQg0RK5mnlyyWfl4,Casagrande,"Iglesias,Iglesias",ESPACIOS RELIGIOSOS,"C. Alcalá, 22, Centro, 28014 Madrid, Spain",0,0,—,Abierto,40.4178946,-3.69867,https://maps.google.com/?cid=352124481883407515,,,,NO,NO
ChIJiwcaepsoQg0RvTk_ns6MxHc,Spanish Catholic Action,"Iglesias,Iglesias",ESPACIOS RELIGIOSOS,"C. de Alfonso XI, 4, Retiro, 28014 Madrid, Spain",4,4,—,Abierto,40.41916439999999,-3.6906231,https://maps.google.com/?cid=4835152849283103773,https://www.accioncatolicageneral.es/,Monday: 8:00AM–3:30PM | Tuesday: 8:00AM–3:30PM | Wednesday: Closed | Thursday: 8:00AM–3:30PM | Friday: 8:00AM–3:30PM | Saturday: Closed | Sunday: Closed,915 31 13 23,NO,SI
ChIJmXo7oP8pQg0RF6Obxmykgwk,parroquias cercanas,"Iglesias,Iglesias",ESPACIOS RELIGIOSOS,"C. Alcalá, Salamanca, 28001 Madrid, Spain",0,0,Caro,Abierto,40.420199999999994,-3.68788,https://maps.google.com/?cid=13156828792736322041,,,,NO,NO
ChIJP-jpM6EoQg0RpnogPbZ5lis,Parroquia del Santísimo Sacramento,"Iglesias,Iglesias",ESPACIOS RELIGIOSOS,"C/ del Alcalde Sainz de Baranda, 3, Retiro, 28009 Madrid, Spain","4,5",315,—,Abierto,40.417297700000006,-3.6777,https://maps.google.com/?cid=6866438698175358742,http://santisimosacramento.archimadrid.es/,"Monday: 8:00–9:45AM, 11:30AM–1:25PM, 6:00–8:45PM | Tuesday: 8:00–9:45AM, 11:30AM–1:25PM, 6:00–8:45PM | Wednesday: 8:00–9:45AM, 11:30AM–1:25PM, 6:00–8:45PM | Thursday: 8:00–9:45AM, 11:30AM–1:25PM, 6:00–8:45PM | Friday: 8:00–8:45AM, 11:30AM–1:25PM, 6:00–8:45PM | Saturday: 8:00–9:45AM, 11:30AM–1:25PM, 6:00–8:45PM | Sunday: 8:00–9:45AM, 10:30AM–2:50PM, 6:00–9:00PM",915 73 32 04,NO,SI
