NOMBRE_TUI,CATEGORIA_TUI,TIPOS_TUI,DIRECCION_TUI,WEBSITE,TELEFONO,HORARIO,RATING_TUI,TOTAL_VALORACIONES_TUI,GOOGLE_MAPS_URL,ESTADO_NEGOCIO,NIVEL_PRECIO,RESERVA_POSIBLE,ACCESIBILIDAD_SILLA_RUEDAS,DESCRIPCION_TUI,LATITUD_TUI,LONGITUD_TUI
Foundation on May 1,hoteles,"point_of_interest, establishment","Calle de Longares, 6 28022 Madrid, Spain",https://1mayo.ccoo.es/,913 64 06 01,Monday: 9:00 AM – 2:00 PM | Tuesday: 9:00 AM – 2:00 PM | Wednesday: 9:00 AM – 2:00 PM | Thursday: 9:00 AM – 2:00 PM | Friday: 9:00 AM – 2:00 PM | Saturday: Closed | Sunday: Closed,3.6,8,https://maps.google.com/?cid=13478686950568841814,OPERATIONAL,,False,True,,40.43205,-3.60992
IES San Blas,hoteles,"point_of_interest, establishment","Calle de Arcos de Jalón, 120 28037 Madrid, Spain",https://www.educa2.madrid.org/web/centro.ies.sanblas.madrid,913 06 11 48,Monday: 8:30 AM – 9:10 PM | Tuesday: 8:30 AM – 9:10 PM | Wednesday: 8:30 AM – 9:10 PM | Thursday: 8:30 AM – 9:10 PM | Friday: 8:30 AM – 9:10 PM | Saturday: Closed | Sunday: Closed,3.5,117,https://maps.google.com/?cid=14149680525734433851,OPERATIONAL,,False,True,,40.42631,-3.61299
Duplex Ascensores - Centro Logístico y Fabricación,hoteles,"point_of_interest, establishment","Calle Ferrocarril del Tajuña, 10 28052 Madrid, Spain",https://www.duplexascensores.com/,913 55 64 20,Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 2:30 PM | Saturday: Closed | Sunday: Closed,4.0,7,https://maps.google.com/?cid=3670551843608494424,OPERATIONAL,,False,True,,40.39985,-3.59597
Carrefour,hoteles,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment","Avenida de Guadalajara, 2 28032 Madrid, Spain",https://www.carrefour.es/tiendas-carrefour/hipermercados/carrefour/san_blas_las_rosas.aspx,916 63 32 04,Monday: 9:00 AM – 10:00 PM | Tuesday: 9:00 AM – 10:00 PM | Wednesday: 9:00 AM – 10:00 PM | Thursday: 9:00 AM – 10:00 PM | Friday: 9:00 AM – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 9:00 AM – 10:00 PM,4.1,9493,https://maps.google.com/?cid=11903322723582441308,OPERATIONAL,,False,True,,40.41816,-3.6219
Club Boxeo San Blas,hoteles,"gym, health, point_of_interest, establishment","Calle Lucano, 54 28022 Madrid, Spain",,657 31 04 97,"Monday: 10:00 AM – 2:00 PM, 5:00 – 10:00 PM | Tuesday: 10:00 AM – 2:00 PM, 5:00 – 10:00 PM | Wednesday: 10:00 AM – 2:00 PM, 5:00 – 10:00 PM | Thursday: 10:00 AM – 2:00 PM, 5:00 – 10:00 PM | Friday: 10:00 AM – 2:00 PM, 5:00 – 10:00 PM | Saturday: Closed | Sunday: Closed",5.0,37,https://maps.google.com/?cid=14326606614306152146,OPERATIONAL,,False,False,,40.43604,-3.60985
Halcón Viajes,hoteles,"travel_agency, point_of_interest, establishment","Las Rosas, 25 28022 Madrid, Spain",https://www.halconviajes.com/,917 75 40 35,"Monday: 10:30 AM – 2:00 PM, 5:00 – 8:00 PM | Tuesday: 10:30 AM – 2:00 PM, 5:00 – 8:00 PM | Wednesday: 10:30 AM – 2:00 PM, 5:00 – 8:00 PM | Thursday: 10:30 AM – 2:00 PM, 5:00 – 8:00 PM | Friday: 10:30 AM – 2:00 PM, 5:00 – 8:00 PM | Saturday: Closed | Sunday: Closed",4.0,36,https://maps.google.com/?cid=1988259764848841488,OPERATIONAL,,False,False,,40.42352,-3.60542
Alk Abelló,hoteles,"point_of_interest, establishment","Calle de Miguel Fleta, 19 28037 Madrid, Spain",https://www.alk.net/es/,913 27 61 00,Monday: 8:30 AM – 5:00 PM | Tuesday: 8:30 AM – 5:00 PM | Wednesday: 8:30 AM – 5:00 PM | Thursday: 8:30 AM – 5:00 PM | Friday: 8:30 AM – 3:00 PM | Saturday: Closed | Sunday: Closed,2.2,23,https://maps.google.com/?cid=4914786931477949371,OPERATIONAL,,False,True,,40.43258,-3.62975
Ezentis,hoteles,"point_of_interest, establishment","Calle de Santa Leonor, 65 28037 Madrid, Spain",http://www.ezentis.com/,913 99 97 00,Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 8:00 AM – 3:00 PM | Saturday: Closed | Sunday: Closed,2.7,62,https://maps.google.com/?cid=11573899186920025868,OPERATIONAL,,False,True,,40.43329,-3.62756
Colegio the S.A.L. Rosas,hoteles,"school, point_of_interest, establishment","Avenida de Niza, 24 28022 Madrid, Spain",https://www.colegiolasrosas.es/,913 13 23 34,Monday: 7:30 AM – 7:00 PM | Tuesday: 7:30 AM – 7:00 PM | Wednesday: 7:30 AM – 7:00 PM | Thursday: 7:30 AM – 7:00 PM | Friday: 7:30 AM – 7:00 PM | Saturday: Closed | Sunday: Closed,,,https://maps.google.com/?cid=15914393961064679923,OPERATIONAL,,False,True,,40.43164,-3.60716
Cerveceria Alquitara,bares,"bar, restaurant, food, point_of_interest, establishment","Calle de Villacarlos, 16 28032 Madrid, Spain",,917 76 12 89,Monday: 6:30 PM – 12:00 AM | Tuesday: 6:30 PM – 12:00 AM | Wednesday: 6:30 PM – 12:00 AM | Thursday: 6:30 PM – 12:00 AM | Friday: 6:30 PM – 12:00 AM | Saturday: 12:30 PM – 12:00 AM | Sunday: 12:30 – 11:30 PM,4.6,1319,https://maps.google.com/?cid=2683859799802761960,OPERATIONAL,2,True,False,,40.406,-3.60593
La Taberna de Carmen,bares,"restaurant, bar, food, point_of_interest, establishment","Calle de Sajonia, 8 28022 Madrid, Spain",,917 75 88 85,"Monday: Closed | Tuesday: 1:00 – 4:00 PM, 8:00 – 11:00 PM | Wednesday: 1:00 – 4:00 PM, 8:00 – 11:00 PM | Thursday: 1:00 – 4:00 PM, 8:00 – 11:00 PM | Friday: 1:00 – 4:00 PM, 8:00 – 11:30 PM | Saturday: 1:00 – 4:00 PM, 8:00 – 11:30 PM | Sunday: 1:00 – 4:00 PM, 8:00 – 11:00 PM",4.1,212,https://maps.google.com/?cid=8216890885728525496,OPERATIONAL,2,True,False,,40.42204,-3.60688
Restaurante El Gurú,bares,"restaurant, bar, food, point_of_interest, establishment","Calle de Suecia, 36 28022 Madrid, Spain",,913 06 69 80,Monday: 10:00 AM – 12:00 AM | Tuesday: 10:00 AM – 12:00 AM | Wednesday: 10:00 AM – 12:00 AM | Thursday: 10:00 AM – 12:00 AM | Friday: 10:00 AM – 12:00 AM | Saturday: 11:00 AM – 12:00 AM | Sunday: 11:00 AM – 12:00 AM,4.0,1095,https://maps.google.com/?cid=8036394425499990225,OPERATIONAL,1,True,True,,40.42562,-3.604
Buda Bar de Copas,bares,"bar, point_of_interest, establishment","Avenida de Niza, 53 28022 Madrid, Spain",,912 46 19 02,Monday: 8:00 PM – 3:00 AM | Tuesday: 8:00 PM – 3:00 AM | Wednesday: 8:00 PM – 3:00 AM | Thursday: 8:00 PM – 3:00 AM | Friday: 8:00 PM – 3:30 AM | Saturday: 8:00 PM – 3:30 AM | Sunday: 8:00 PM – 3:00 AM,4.2,376,https://maps.google.com/?cid=12765016585631006332,OPERATIONAL,1,False,False,,40.4316,-3.60763
Pizzería Cubanito El Morro,bares,"restaurant, meal_delivery, bar, food, point_of_interest, establishment","Calle de Villajimena, 71 28032 Madrid, Spain",https://pizzeriacubanitoelmorro.es/,911 15 23 80,,4.2,917,https://maps.google.com/?cid=8069402629848177939,CLOSED_TEMPORARILY,1,True,False,,40.40752,-3.60685
Antep Kebap Ainsa,bares,"bar, restaurant, food, point_of_interest, establishment","Calle de Aínsa, 30 28022 Madrid, Spain",http://www.antepkebap.es/,913 13 21 49,Monday: 11:30 AM – 12:00 AM | Tuesday: 11:30 AM – 12:00 AM | Wednesday: 11:30 AM – 12:00 AM | Thursday: 11:30 AM – 12:00 AM | Friday: 11:30 AM – 12:00 AM | Saturday: 11:30 AM – 12:00 AM | Sunday: 11:30 AM – 12:00 AM,4.0,620,https://maps.google.com/?cid=203075620865529156,OPERATIONAL,1,True,True,,40.4327,-3.61066
Bar La Ciudad Encantada.,bares,"bar, point_of_interest, establishment","Calle de San Cipriano, 21 28032 Madrid, Spain",,917 76 62 77,Monday: 6:30 AM – 11:00 PM | Tuesday: 6:30 AM – 11:00 PM | Wednesday: 6:30 AM – 11:00 PM | Thursday: 6:30 AM – 11:00 PM | Friday: 6:30 AM – 11:00 PM | Saturday: 6:30 AM – 11:00 PM | Sunday: Closed,4.2,104,https://maps.google.com/?cid=2574964620269527821,OPERATIONAL,1,False,False,,40.40421,-3.60654
Mesón Riaño,bares,"restaurant, bar, food, point_of_interest, establishment","Calle de María Sevilla Diago, 9 28022 Madrid, Spain",http://www.mesonriaño.es/,918 61 50 96,Monday: 8:00 AM – 11:50 PM | Tuesday: 8:00 AM – 11:30 PM | Wednesday: 8:00 AM – 11:30 PM | Thursday: 8:00 AM – 11:30 PM | Friday: 8:00 AM – 11:30 PM | Saturday: 8:30 AM – 11:30 PM | Sunday: 8:30 AM – 11:30 PM,4.1,904,https://maps.google.com/?cid=16908349896707830154,OPERATIONAL,1,True,True,,40.43341,-3.61107
La Segoviana,bares,"bar, point_of_interest, establishment","Calle de San Cipriano, 39 28032 Madrid, Spain",,,,3.3,15,https://maps.google.com/?cid=17403757963512072593,OPERATIONAL,,False,False,,40.4041,-3.60335
TuCharcuteria,bares,"bar, grocery_or_supermarket, restaurant, food, point_of_interest, store, establishment","Calle Velilla, 16 28032 Madrid, Spain",,917 76 90 50,"Monday: 9:00 AM – 2:00 PM, 5:30 – 8:30 PM | Tuesday: 9:00 AM – 2:00 PM, 5:30 – 8:30 PM | Wednesday: 9:00 AM – 2:00 PM, 5:30 – 8:30 PM | Thursday: 9:00 AM – 2:00 PM, 5:30 – 8:30 PM | Friday: 9:00 AM – 2:00 PM, 5:30 – 8:30 PM | Saturday: 9:00 AM – 2:00 PM | Sunday: Closed",4.8,95,https://maps.google.com/?cid=1224846308635105368,OPERATIONAL,,False,True,,40.40389,-3.6074
Hostelería Barman S.L.,bares,"bar, point_of_interest, establishment","Avenida de Canillejas a Vicálvaro, 57 28022 Madrid, Spain",,619 66 03 08,Monday: 9:00 PM – 3:00 AM | Tuesday: 9:00 PM – 3:00 AM | Wednesday: 9:00 PM – 3:00 AM | Thursday: 9:00 PM – 3:00 AM | Friday: 9:00 PM – 3:30 AM | Saturday: 9:00 PM – 3:30 AM | Sunday: 9:00 PM – 3:00 AM,4.6,306,https://maps.google.com/?cid=9059511005306575142,OPERATIONAL,1,False,False,,40.43594,-3.61242
GastroBar 21,bares,"restaurant, bar, food, point_of_interest, establishment","Plaza del Mar Egeo, n° 6 28821 Coslada, Spain",http://www.gastrobar21.es/,645 75 45 96,Monday: Closed | Tuesday: Closed | Wednesday: 1:00 – 11:45 PM | Thursday: 1:00 – 11:45 PM | Friday: 1:00 PM – 1:00 AM | Saturday: 12:00 PM – 1:00 AM | Sunday: 1:00 – 5:30 PM,4.6,1475,https://maps.google.com/?cid=4837065340191604651,OPERATIONAL,1,True,False,"Hearty, traditional Spanish dishes such as cachopo served in a casual, homey atmosphere.",40.41634,-3.5732
CLOVER HOOKAH,bares,"bar, point_of_interest, establishment","Calle del Océano Pacífico, 10 28821 Coslada, Spain",https://www.facebook.com/cloverhookah/,655 57 70 07,Monday: 7:00 PM – 2:00 AM | Tuesday: 7:00 PM – 2:00 AM | Wednesday: 7:00 PM – 2:00 AM | Thursday: 7:00 PM – 2:00 AM | Friday: 7:00 PM – 2:30 AM | Saturday: 7:00 PM – 2:30 AM | Sunday: 5:30 PM – 2:00 AM,4.5,304,https://maps.google.com/?cid=12316973888549095626,OPERATIONAL,1,True,True,,40.41692,-3.5723
Restaurante El Encuentro,bares,"bar, restaurant, food, point_of_interest, store, establishment","Calle del Mar Cantábrico, S/N 28821 Coslada, Spain",https://www.facebook.com/BarElEncuentroCoslada/,606 15 90 56,Monday: Closed | Tuesday: 9:00 AM – 12:00 AM | Wednesday: 9:00 AM – 12:00 AM | Thursday: 9:00 AM – 12:00 AM | Friday: 9:00 AM – 1:30 AM | Saturday: 9:00 AM – 1:30 AM | Sunday: 9:00 AM – 5:30 PM,4.1,750,https://maps.google.com/?cid=4480993286314232476,OPERATIONAL,1,True,False,,40.41942,-3.57066
Black & Gold,bares,"bar, restaurant, food, point_of_interest, establishment","Calle de Cronos, 10 28037 Madrid, Spain",,914 04 66 71,Monday: 8:00 AM – 2:00 AM | Tuesday: 8:00 AM – 2:00 AM | Wednesday: 8:00 AM – 2:00 AM | Thursday: 8:00 AM – 2:00 AM | Friday: 8:00 AM – 2:30 AM | Saturday: 10:00 AM – 2:30 AM | Sunday: 10:30 AM – 2:00 AM,4.0,1389,https://maps.google.com/?cid=7480337519396159739,OPERATIONAL,1,True,False,,40.43659,-3.62038
Bar La Esfera,bares,"bar, point_of_interest, establishment",",  28032 Madrid, Spain",,912 37 15 22,Monday: 11:30 AM – 1:00 AM | Tuesday: Closed | Wednesday: 11:00 AM – 2:00 AM | Thursday: 11:00 AM – 2:00 AM | Friday: 11:00 AM – 2:00 AM | Saturday: 11:00 AM – 2:00 AM | Sunday: 11:00 AM – 4:00 PM,4.5,383,https://maps.google.com/?cid=5528410046018911973,OPERATIONAL,1,True,False,,40.40235,-3.62093
EL 47,bares,"cafe, bar, restaurant, food, point_of_interest, store, establishment",",  28037 Madrid, Spain",https://www.facebook.com/El47Cafe,607 97 71 83,Monday: 7:00 AM – 6:00 PM | Tuesday: 7:00 AM – 6:00 PM | Wednesday: 7:00 AM – 6:00 PM | Thursday: 7:00 AM – 6:00 PM | Friday: 7:00 AM – 6:00 PM | Saturday: Closed | Sunday: Closed,3.6,13,https://maps.google.com/?cid=6791329502385328070,OPERATIONAL,,True,True,,40.43697,-3.62263
Gasteizbar,bares,"cafe, bar, restaurant, food, point_of_interest, establishment","Plaza Del Mar Caribe, 6 28821 Coslada, Spain",http://www.gasteizbar.com/,658 14 61 90,"Monday: 10:00 AM – 5:00 PM, 7:00 – 11:00 PM | Tuesday: Closed | Wednesday: 10:00 AM – 5:00 PM, 7:00 – 11:00 PM | Thursday: 10:00 AM – 5:00 PM, 7:00 – 11:00 PM | Friday: 10:00 AM – 5:00 PM, 7:00 PM – 12:00 AM | Saturday: 10:00 AM – 5:00 PM, 7:00 PM – 12:00 AM | Sunday: 10:00 AM – 5:00 PM, 7:00 – 11:00 PM",4.2,579,https://maps.google.com/?cid=4443877442937834390,OPERATIONAL,1,True,True,,40.4197,-3.56789
Restaurante Berrendero,bares,"cafe, bar, food, point_of_interest, store, establishment","Plaza de la Constitución, 2 28821 Coslada, Spain",http://restauranteberrendero.com/,916 73 32 20,,4.2,815,https://maps.google.com/?cid=9438131922308105153,CLOSED_TEMPORARILY,1,True,True,,40.42529,-3.56823
Repacha,bares,"bar, restaurant, food, point_of_interest, establishment","Plaza de la Constitución, 5 28821 Coslada, Spain",http://www.restauranterepacha.es/,910 52 88 42,Monday: Closed | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 12:00 AM,3.9,228,https://maps.google.com/?cid=5779966158693815933,OPERATIONAL,1,True,True,,40.42505,-3.56784
La Cervecera de Niza,bares,"bar, restaurant, food, point_of_interest, establishment","Avenida de Niza, 67 28022 Madrid, Spain",,911 38 93 53,Monday: Closed | Tuesday: 8:00 AM – 1:00 AM | Wednesday: 8:00 AM – 1:00 AM | Thursday: 8:00 AM – 1:00 AM | Friday: 8:00 AM – 1:00 AM | Saturday: 9:00 AM – 1:00 AM | Sunday: 9:00 AM – 1:00 AM,3.8,1464,https://maps.google.com/?cid=1995115092660262953,OPERATIONAL,1,True,True,,40.43473,-3.60832
Bar Supera,bares,"bar, restaurant, food, point_of_interest, establishment","Calle de Pobladura del Valle, 6 28037 Madrid, Spain",http://barsupera.es/,913 24 17 94,,4.3,812,https://maps.google.com/?cid=11265830253558123476,CLOSED_TEMPORARILY,1,True,True,,40.42234,-3.62429
Las Canteras,bares,"bar, restaurant, food, point_of_interest, establishment","Calle Canteras de Tilly, 6 28032 Madrid, Spain",,917 75 26 92,Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 11:00 PM | Thursday: 8:00 AM – 11:00 PM | Friday: 8:00 AM – 12:00 AM | Saturday: Closed | Sunday: 9:00 AM – 11:00 PM,4.1,322,https://maps.google.com/?cid=13311085107688291573,OPERATIONAL,1,True,False,,40.40212,-3.60417
Bar Los Mellizos,bares,"bar, restaurant, food, point_of_interest, establishment","Calle de la Esfinge, 66 28022 Madrid, Spain",http://www.lacasadeloscaracoles.es/,917 41 21 13,"Monday: Closed | Tuesday: Closed | Wednesday: 9:00 AM – 4:00 PM, 6:00 PM – 12:00 AM | Thursday: 9:00 AM – 4:00 PM, 6:00 PM – 12:00 AM | Friday: 9:00 AM – 4:00 PM, 6:00 PM – 12:00 AM | Saturday: 9:00 AM – 12:00 AM | Sunday: 9:00 AM – 12:00 AM",4.3,1025,https://maps.google.com/?cid=14397519131752257055,OPERATIONAL,1,True,False,"Relaxed option with outdoor tables serving tapas, snails, seafood & sandwiches, plus beer & wine.",40.44192,-3.60914
Sidrería El Llagar,bares,"bar, restaurant, food, point_of_interest, establishment","Plaza de la Villa de Canillejas, 6 28022 Madrid, Spain",http://www.sidreriaelllagar.com/,917 41 44 27,Monday: Closed | Tuesday: 1:00 PM – 12:00 AM | Wednesday: 1:00 PM – 12:00 AM | Thursday: 1:00 PM – 12:00 AM | Friday: 1:00 PM – 12:00 AM | Saturday: 1:00 PM – 12:00 AM | Sunday: 1:00 PM – 12:00 AM,4.0,2852,https://maps.google.com/?cid=17270321760398615075,OPERATIONAL,2,True,False,"Tapas, cider & classic Asturian dishes at an elegant bar & dining room with a covered terrace.",40.44505,-3.61096
La Taberna de Chana,bares,"bar, restaurant, food, point_of_interest, establishment","Calle de la Dehesa de Vicalvaro, 28 28032 Madrid, Spain",http://www.chanasa.com/,917 75 07 44,Monday: 12:00 PM – 12:00 AM | Tuesday: 12:00 PM – 12:00 AM | Wednesday: 12:00 PM – 12:00 AM | Thursday: 12:00 PM – 12:00 AM | Friday: 12:00 PM – 12:00 AM | Saturday: 12:00 PM – 12:00 AM | Sunday: 12:00 PM – 12:00 AM,4.2,2793,https://maps.google.com/?cid=10226935432391984808,OPERATIONAL,2,True,False,,40.39865,-3.6076
Bar Amistad,bares,"bar, point_of_interest, establishment","Calle Helena de Troya, 10 28032 Madrid, Spain",,919 35 38 87,Monday: 8:00 AM – 2:00 AM | Tuesday: 8:00 AM – 2:00 AM | Wednesday: Closed | Thursday: 8:00 AM – 2:00 AM | Friday: 8:00 AM – 2:00 AM | Saturday: 9:00 AM – 2:00 AM | Sunday: 9:00 AM – 2:00 AM,4.3,72,https://maps.google.com/?cid=18153843159364704995,OPERATIONAL,1,False,False,,40.4048,-3.59977
Pub La Mazmorra,bares,"bar, point_of_interest, establishment","Avenida Real, 15 28032 Madrid, Spain",https://business.google.com/site/l/02202009849063794931,911 43 49 12,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: 10:00 PM – 2:00 AM | Friday: 10:00 PM – 2:30 AM | Saturday: 10:00 PM – 2:30 AM | Sunday: 10:00 PM – 2:00 AM,4.8,472,https://maps.google.com/?cid=382970333039932964,OPERATIONAL,1,False,False,,40.40255,-3.60737
Cafetería Cervecería Calablanc,bares,"cafe, bar, food, point_of_interest, store, establishment","Calle de Calahorra, 11 28032 Madrid, Spain",,917 76 38 08,Monday: 7:00 AM – 1:30 AM | Tuesday: 7:00 AM – 1:30 AM | Wednesday: 7:00 AM – 1:30 AM | Thursday: 7:00 AM – 1:30 AM | Friday: 7:00 AM – 1:30 AM | Saturday: 8:00 AM – 1:00 AM | Sunday: 8:30 AM – 12:00 AM,4.3,1174,https://maps.google.com/?cid=3714117420117124611,OPERATIONAL,1,True,True,,40.40742,-3.61248
Restaurante Rubí,bares,"restaurant, bar, food, point_of_interest, establishment","Calle de San Cipriano, 67 28032 Madrid, Spain",,917 75 32 08,,3.8,365,https://maps.google.com/?cid=13874086247525942019,CLOSED_TEMPORARILY,1,False,True,,40.40277,-3.59748
Cafeteria Restaurante El Toledano en Vicálvaro,bares,"bar, restaurant, food, point_of_interest, establishment","Calle de San Cipriano, 39 28032 Madrid, Spain",https://eltoledano.eatbu.com/?lang=es,696 60 97 40,Monday: 6:30 AM – 6:00 PM | Tuesday: 6:30 AM – 6:00 PM | Wednesday: 6:30 AM – 6:00 PM | Thursday: 6:30 AM – 6:00 PM | Friday: 6:30 AM – 6:00 PM | Saturday: Closed | Sunday: 8:00 AM – 5:00 PM,4.5,212,https://maps.google.com/?cid=1698662218073486555,OPERATIONAL,,False,True,,40.40408,-3.60331
Restaurante la Cabaña,bares,"bar, restaurant, food, point_of_interest, establishment","Calle de Villajimena, 16 28032 Madrid, Spain",,917 75 02 37,,4.4,263,https://maps.google.com/?cid=14745623073576849482,CLOSED_TEMPORARILY,1,True,False,,40.40703,-3.60685
Gago's pizza,bares,"bar, restaurant, food, point_of_interest, establishment","Plaza del Mar Egeo, 6 28821 Coslada, Spain",http://www.gagospizza.es/,916 69 03 60,Monday: 6:00 – 11:30 PM | Tuesday: 6:00 – 11:30 PM | Wednesday: 6:00 – 11:30 PM | Thursday: 6:00 – 11:30 PM | Friday: 6:00 PM – 12:00 AM | Saturday: 6:00 PM – 12:00 AM | Sunday: 6:00 PM – 12:00 AM,4.3,548,https://maps.google.com/?cid=4353331661744457585,OPERATIONAL,1,True,True,,40.41648,-3.57335
Pearl Bar,bares,"bar, restaurant, food, point_of_interest, establishment","Avenida de Daroca, 315 28032 Madrid, Spain",,917 76 00 06,"Monday: 7:00 AM – 4:00 PM, 6:00 – 11:00 PM | Tuesday: 7:00 AM – 4:00 PM, 6:00 – 11:00 PM | Wednesday: 7:00 AM – 4:00 PM, 6:00 – 11:00 PM | Thursday: 7:00 AM – 11:00 PM | Friday: 7:00 AM – 11:00 PM | Saturday: 11:00 AM – 11:00 PM | Sunday: Closed",4.1,449,https://maps.google.com/?cid=15961079724715528971,OPERATIONAL,1,True,False,,40.40699,-3.61355
Cerveceria Colao,bares,"bar, restaurant, food, point_of_interest, establishment","Calle de Sofía, 177I 28022 Madrid, Spain",,919 28 45 23,Monday: 8:00 AM – 12:00 AM | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 12:00 AM | Saturday: 9:00 AM – 1:00 AM | Sunday: Closed,4.5,86,https://maps.google.com/?cid=775073047746542718,OPERATIONAL,,True,True,,40.42378,-3.60055
ONLY ONE,bares,"bar, restaurant, food, point_of_interest, establishment","Calle de Suecia, 31 28022 Madrid, Spain",,624 11 08 90,Monday: 11:00 AM – 11:30 PM | Tuesday: 11:00 AM – 11:30 PM | Wednesday: 11:00 AM – 11:30 PM | Thursday: 11:00 AM – 11:30 PM | Friday: 11:00 AM – 12:00 AM | Saturday: 11:00 AM – 12:00 AM | Sunday: 11:00 AM – 12:00 AM,4.1,59,https://maps.google.com/?cid=7206938681403686262,OPERATIONAL,,True,False,,40.42367,-3.60491
Bar AGuilera,bares,"cafe, bar, restaurant, food, point_of_interest, store, establishment","Calle de Suecia, 32 28022 Madrid, Spain",https://tarjeta5estrellas.com/bar-aguilera,913 24 13 49,Monday: 8:00 AM – 12:00 AM | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 12:00 AM,3.6,371,https://maps.google.com/?cid=12929183456635687138,OPERATIONAL,1,True,True,,40.423,-3.60575
Michelados Bar,bares,"bar, point_of_interest, establishment","Calle de Suecia, 13 28022 Madrid, Spain",http://instagram.com/micheladosbar,643 23 52 72,,3.4,14,https://maps.google.com/?cid=4807315667353939199,OPERATIONAL,,False,False,,40.42242,-3.60749
Panela & Sal,bares,"restaurant, bar, food, point_of_interest, establishment","Calle de Suecia, 20 28022 Madrid, Spain",,912 02 58 95,Monday: Closed | Tuesday: 8:30 AM – 12:00 AM | Wednesday: 8:30 AM – 12:00 AM | Thursday: 8:30 AM – 12:00 AM | Friday: 8:30 AM – 1:00 AM | Saturday: 10:00 AM – 1:00 AM | Sunday: 10:00 AM – 5:00 PM,4.2,370,https://maps.google.com/?cid=882916472195427791,OPERATIONAL,,True,True,,40.42238,-3.60757
Restaurante Alvi,bares,"restaurant, bar, food, point_of_interest, establishment","Calle de Estocolmo, 31 28022 Madrid, Spain",,919 95 08 46,Monday: Closed | Tuesday: 8:00 AM – 11:30 PM | Wednesday: 8:00 AM – 11:30 PM | Thursday: 8:00 AM – 11:30 PM | Friday: 8:00 AM – 12:30 AM | Saturday: 8:00 AM – 12:30 AM | Sunday: 9:00 AM – 11:30 PM,4.5,437,https://maps.google.com/?cid=12247756097566208220,OPERATIONAL,1,True,False,,40.42676,-3.60032
Casa Manuela,bares,"bar, point_of_interest, establishment","Calle de Sofía,  28022 Madrid, Spain",,914 88 05 19,Monday: 8:00 AM – 11:30 PM | Tuesday: 8:00 AM – 11:30 PM | Wednesday: 8:00 AM – 11:30 PM | Thursday: 8:00 AM – 11:30 PM | Friday: 8:00 AM – 12:30 AM | Saturday: 8:00 AM – 12:30 AM | Sunday: 8:00 AM – 11:30 PM,4.4,336,https://maps.google.com/?cid=14806306772458085620,OPERATIONAL,1,True,False,,40.42686,-3.60076
Taberna de la Peineta,bares,"bar, restaurant, food, point_of_interest, establishment","Calle Helsinki, 8 28022 Madrid, Spain",,,Monday: Closed | Tuesday: 9:00 AM – 12:00 AM | Wednesday: 9:00 AM – 12:00 AM | Thursday: 9:00 AM – 12:00 AM | Friday: 9:00 AM – 12:00 AM | Saturday: 9:00 AM – 12:00 AM | Sunday: 9:00 AM – 6:00 PM,4.4,746,https://maps.google.com/?cid=14327713218626204564,OPERATIONAL,,False,False,,40.42675,-3.60314
Bar Sanzulet,bares,"bar, restaurant, food, point_of_interest, establishment","Calle de Suecia, 41 28022 Madrid, Spain",,696 09 01 40,Monday: 9:00 AM – 1:00 AM | Tuesday: 9:00 AM – 1:00 AM | Wednesday: 9:00 AM – 1:00 AM | Thursday: 9:00 AM – 1:00 AM | Friday: 9:00 AM – 1:00 AM | Saturday: 9:00 AM – 1:00 AM | Sunday: 9:00 AM – 1:00 AM,5.0,1,https://maps.google.com/?cid=12030675422424715470,OPERATIONAL,,False,False,,40.42626,-3.60456
Lucky Loser Sport Tavern,bares,"bar, restaurant, food, point_of_interest, establishment","Calle Helsinki, 8 28022 Madrid, Spain",https://luckylosertavern.com/,649 52 01 83,Monday: Closed | Tuesday: Closed | Wednesday: 6:00 PM – 12:00 AM | Thursday: 6:00 PM – 12:00 AM | Friday: 6:00 PM – 1:00 AM | Saturday: 6:00 PM – 1:00 AM | Sunday: 6:00 – 11:30 PM,4.4,429,https://maps.google.com/?cid=17854548140255417251,OPERATIONAL,1,True,True,,40.42678,-3.60315
