NOMBRE_TUI,CATEGORIA_TUI,TIPOS_TUI,DIRECCION_TUI,WEBSITE,TELEFONO,HORARIO,RATING_TUI,TOTAL_VALORACIONES_TUI,GOOGLE_MAPS_URL,ESTADO_NEGOCIO,NIVEL_PRECIO,RESERVA_POSIBLE,ACCESIBILIDAD_SILLA_RUEDAS,DESCRIPCION_TUI,LATITUD_TUI,LONGITUD_TUI
Madrid,hoteles,"locality, political",",   Madrid, Spain",,,,,,https://maps.google.com/?cid=14138733002322879081,,,False,False,,40.41673,-3.70329
Hotel Infantas by Mij,hoteles,"lodging, point_of_interest, establishment","Calle de las Infantas, 29 28004 Madrid, Spain",https://www.sohohoteles.com/hotel-itc-infantas-by-soho-boutique-4/,915 21 66 88,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,4.2,849,https://maps.google.com/?cid=14986758677336588356,OPERATIONAL,,False,True,Unfussy rooms with complimentary Wi-Fi in a down-to-earth hotel featuring an event space.,40.42011,-3.69705
"Mandarin Oriental Ritz, Madrid",hoteles,"lodging, spa, food, point_of_interest, establishment","Plaza de la Lealtad, 5 28014 Madrid, Spain",https://www.mandarinoriental.com/en/madrid/hotel-ritz?src=loc.local_listing.rzmad.ggl,917 01 67 67,,4.7,4076,https://maps.google.com/?cid=13383471427488719236,OPERATIONAL,,False,True,"Lavish hotel in a grand 1910 property, offering a caviar bar, afternoon tea & a posh spa.",40.41576,-3.69261
Hotel Urban,hoteles,"lodging, point_of_interest, establishment","Carrera de San Jerónimo, 34 28014 Madrid, Spain",https://www.hotelurban.com/,917 87 77 70,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,4.5,1985,https://maps.google.com/?cid=5071702397368184727,OPERATIONAL,,False,True,Plush rooms in a refined art deco hotel with an acclaimed restaurant & an oyster/cocktail bar.,40.41644,-3.6986
Hotel Regina Madrid,hoteles,"lodging, point_of_interest, establishment","Calle Alcalá, 19 28014 Madrid, Spain",https://www.hotelreginamadrid.com/?utm_source=google&utm_medium=organic&utm_campaign=Google_My_Business,915 21 47 25,,4.5,2770,https://maps.google.com/?cid=11100690794047035189,OPERATIONAL,,False,True,"Upscale rooms with Wi-Fi, plus a modern Mediterranean restaurant & a wine cellar.",40.41791,-3.69988
Hotel Quatro Puerta Del Sol,hoteles,"lodging, point_of_interest, establishment","Calle de Sevilla, 4 28014 Madrid, Spain",http://www.hotelquatropuertadelsol.com/?utm_source=google&utm_medium=organic&utm_campaign=my_business,915 32 90 49,,4.0,1144,https://maps.google.com/?cid=278976668618611448,OPERATIONAL,,False,True,"Contemporary quarters featuring free Wi-Fi & flat-screen TVs, plus an optional breakfast buffet.",40.41707,-3.69992
Hotel Victoria 4,hoteles,"lodging, point_of_interest, establishment","Calle de la Victoria, 4 28012 Madrid, Spain",http://www.hotelvictoria4.com/?utm_source=google&utm_medium=organic&utm_campaign=my_business,915 23 84 30,,4.1,1139,https://maps.google.com/?cid=9988821632557164572,OPERATIONAL,,False,True,"Breezy rooms in a casual property featuring a hip cafe/bar & an outdoor terrace, plus free Wi-Fi.",40.41638,-3.70174
Petit Palace Triball,hoteles,"lodging, point_of_interest, establishment","Calle Gonzalo Jiménez de Quesada, 2 28004 Madrid, Spain",https://www.petitpalacetriball.com/en/?utm_source=google&utm_medium=organic&utm_campaign=MyBusiness&utm_content=ITA&origin_source=google&origin_medium=organic&origin_campaign=MyBusiness,915 22 47 90,,4.5,1759,https://maps.google.com/?cid=590749671207595845,OPERATIONAL,,False,True,"Contemporary rooms with wood floors, plus complimentary Wi-Fi, iPads & bike rentals.",40.42057,-3.70291
Hotel NH Collection Madrid Colón,hoteles,"lodging, point_of_interest, establishment","Calle del Marqués de Zurgena, 4 28001 Madrid, Spain",https://www.nh-hotels.com/en/hotel/nh-collection-madrid-colon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,915 76 08 00,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,4.6,1557,https://maps.google.com/?cid=2259242187535467107,OPERATIONAL,,False,True,"Laid-back lodging with free Wi-Fi, plus a sushi bar, a business center, a gym & a 4th-floor pool.",40.42608,-3.68907
ME Madrid Reina Victoria,hoteles,"lodging, point_of_interest, establishment","Plaza de Santa Ana, 14 28012 Madrid, Spain",https://www.melia.com/en/hotels/spain/madrid/me-madrid-reina-victoria?utm_campaign=google&utm_content=2822&utm_medium=organic&utm_source=directories,917 01 60 00,,4.4,2571,https://maps.google.com/?cid=8361571523226012404,OPERATIONAL,,False,True,"Luxe hotel offering minimalist rooms & stylish suites, a sophisticated restaurant & a rooftop bar.",40.4146,-3.70138
Hotel Europa,hoteles,"lodging, point_of_interest, establishment","Calle del Carmen, 4 28013 Madrid, Spain",http://www.hoteleuropa.eu/,915 21 29 00,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,4.4,2120,https://maps.google.com/?cid=5061960524714923824,OPERATIONAL,,False,True,Straightforward option featuring free Wi-Fi and a cafe terrace with plaza views.,40.4175,-3.70339
INNSiDE by Meliá Madrid Gran Vía,hoteles,"lodging, point_of_interest, establishment","Calle de Mesonero Romanos, 13 28004 Madrid, Spain",https://www.melia.com/en/hotels/spain/madrid/innside-madrid-gran-via?utm_campaign=google&utm_content=2815&utm_medium=organic&utm_source=directories,915 32 15 52,,4.3,1859,https://maps.google.com/?cid=6542519317880118558,OPERATIONAL,,False,True,"Bright rooms in an polished property, plus a Mediterranean restaurant, a bar & an airport shuttle.",40.42061,-3.70396
Hotel Madrid Atocha Affiliated by Meliá,hoteles,"lodging, point_of_interest, establishment","Calle de Atocha, 83 28012 Madrid, Spain",,,,4.1,1885,https://maps.google.com/?cid=11999190900802504539,OPERATIONAL,,False,True,"Palatial property offering classic rooms with free Wi-Fi, plus a Mediterranean restaurant & a bar.",40.41169,-3.69778
Hostal Puerta del Sol,hoteles,"lodging, point_of_interest, establishment","Puerta del Sol, 14 28013 Madrid, Spain",,915 22 51 26,,4.0,278,https://maps.google.com/?cid=15702536636212643086,OPERATIONAL,,False,False,"Shared and private rooms catering to gay men, plus a terrace, free breakfast & Wi-Fi.",40.41715,-3.70253
Room Mate Oscar Hotel,hoteles,"lodging, point_of_interest, establishment","Plaza de Pedro Zerolo, 12 28004 Madrid, Spain",https://room-matehotels.com/gb/hotel-oscar-madrid/?utm_source=google&utm_medium=organic&utm_campaign=google-my-business-oscar,917 01 11 73,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,4.5,3384,https://maps.google.com/?cid=15096104970530943101,OPERATIONAL,,False,True,Vibrant rooms & chic suites in a modern hotel offering a rooftop terrace with a bar & a pool.,40.42064,-3.69901
"Hotel Palacio Del Retiro, Autograph Collection",hoteles,"lodging, point_of_interest, establishment","Calle de Alfonso XII, 14 28014 Madrid, Spain",https://www.marriott.com/en-us/hotels/madre-hotel-palacio-del-retiro-autograph-collection/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,915 23 74 60,,4.5,496,https://maps.google.com/?cid=17703177541002538463,OPERATIONAL,,False,True,"Sleek quarters in a high-end hotel with a restaurant & a bar, plus a spa & a fitness room.",40.41778,-3.68923
ibis Styles Madrid Prado,hoteles,"lodging, point_of_interest, establishment","Calle del Prado, 11 28014 Madrid, Spain",https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=8052&merchantid=seo-maps-ES-8052&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,913 69 02 34,,4.4,1291,https://maps.google.com/?cid=17668233600790428044,OPERATIONAL,,False,True,"Contemporary budget lodging offering colorful rooms with free Wi-Fi, plus some with balconies.",40.41488,-3.699
Hotel Catalonia Gran Vía Madrid,hoteles,"lodging, point_of_interest, establishment","Gran Vía, 7-9 28013 Madrid, Spain",https://www.cataloniahotels.com/es/hotel/catalonia-gran-via-madrid?mb=1,915 31 22 22,,4.3,2869,https://maps.google.com/?cid=12167698444117952745,OPERATIONAL,,False,True,"Refined hotel in an ornate 20th-century building, offering a spa, a heated pool & elegant rooms.",40.41945,-3.69852
Petit Palace Chueca,hoteles,"lodging, cafe, restaurant, food, point_of_interest, store, establishment","Calle de Hortaleza, 3 28004 Madrid, Spain",https://www.petitpalacechueca.com/en/?utm_source=google&utm_medium=organic&utm_campaign=MyBusiness&utm_content=DUC&origin_source=google&origin_medium=organic&origin_campaign=MyBusiness,915 21 10 43,,4.4,1513,https://maps.google.com/?cid=2194330824727992274,OPERATIONAL,,False,True,"Relaxed hotel offering unassuming rooms, plus complimentary breakfast, Wi-Fi & loaner bikes.",40.42035,-3.7011
Centro,hoteles,"sublocality_level_1, sublocality, political",",   Madrid, Spain",,,,,,https://maps.google.com/?cid=15411610391261991105,,,False,False,,40.41672,-3.70339
Petit Palace Tres Cruces,hoteles,"lodging, point_of_interest, establishment","Calle de las Tres Cruces, 6 28013 Madrid, Spain",https://www.petitpalacetrescruces.com/es/?utm_source=google&utm_medium=organic&utm_campaign=MyBusiness&utm_content=TCR&origin_source=google&origin_medium=organic&origin_campaign=MyBusiness,915 22 33 27,,4.4,1417,https://maps.google.com/?cid=11941328238553880333,OPERATIONAL,,False,True,"Hotel offering streamlined rooms with minibars and flat-screen TVs, plus free bike use & Wi-Fi.",40.41933,-3.70278
VP Jardín de Recoletos,hoteles,"parking, lodging, restaurant, food, point_of_interest, establishment","Calle de Gil de Santivañes, 6 28001 Madrid, Spain",https://www.recoletos-hotel.com/?utm_source=google&utm_medium=organic&utm_campaign=knowledge-graph,917 81 16 40,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,4.5,678,https://maps.google.com/?cid=16830335632057096577,OPERATIONAL,,False,True,Sleek quarters with kitchenettes in a genteel hotel offering free Wi-Fi & a restaurant.,40.42231,-3.68917
Hotel Fénix Gran Meliá - The Leading Hotels of the World,hoteles,"lodging, point_of_interest, establishment","Calle de Hermosilla, 2 28001 Madrid, Spain",https://www.melia.com/en/hotels/spain/madrid/fenix-gran-melia?utm_campaign=google&utm_content=2818&utm_medium=organic&utm_source=directories,914 31 67 00,,4.6,1705,https://maps.google.com/?cid=13438540805857794601,OPERATIONAL,,False,True,"Stately hotel offering a martini bar, chic dining & city views, plus a gym & a spa with a hammam.",40.42655,-3.68921
Eurostars Casa de la Lírica,hoteles,"lodging, point_of_interest, establishment","Calle de la Aduana, 19 28013 Madrid, Spain",http://www.eurostarshotels.com/eurostars-casa-de-la-lirica.html?td=l00ga00&referer_code=GMB&utm_source=google&utm_medium=gmb&utm_campaign=googlemb,913 60 49 30,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,4.3,1428,https://maps.google.com/?cid=8494376688828485818,OPERATIONAL,,False,True,"Casual hotel offering refined rooms, plus a modern restaurant & a laid-back lobby bar.",40.41848,-3.70126
AC Hotel Recoletos,hoteles,"lodging, point_of_interest, establishment","Calle de Recoletos, 18 28001 Madrid, Spain",https://www.marriott.com/en-us/hotels/madrc-ac-hotel-recoletos/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,914 36 13 82,,4.5,594,https://maps.google.com/?cid=3850672401853355647,OPERATIONAL,,False,True,"Upscale property offering classy rooms & suites, plus a refined restaurant & a bar with live jazz.",40.42145,-3.68956
Apart-Hotel Serrano Recoletos,hoteles,"lodging, point_of_interest, establishment","Calle de Villanueva, 2 28001 Madrid, Spain",https://www.apart-hotelserranorecoletos.com/?utm_source=google&utm_medium=organic&utm_campaign=GoogleMyBusiness&utm_content=serranorecoletos&partner=7646,914 31 91 00,,3.6,918,https://maps.google.com/?cid=6978821886131035329,OPERATIONAL,,False,True,Sophisticated hotel featuring contemporary studios & apartments with free Wi-Fi.,40.42278,-3.69003
ICON Wipton,hoteles,"lodging, restaurant, food, point_of_interest, establishment","Calle de Jorge Juan, 17 28001 Madrid, Spain",https://www.iconwipton.com/en/?utm_source=google&utm_medium=organic&utm_campaign=MyBusiness&utm_content=AGA&origin_source=google&origin_medium=organic&origin_campaign=MyBusiness,914 35 54 11,,4.5,657,https://maps.google.com/?cid=972672692969250506,OPERATIONAL,,False,True,"Genteel hotel featuring ultrachic rooms & suites, plus a restaurant & complimentary Wi-Fi.",40.42403,-3.68542
Petit Palace Plaza del Carmen,hoteles,"lodging, point_of_interest, establishment","Plaza del Carmen, 4 28013 Madrid, Spain",https://www.petitpalaceplazadelcarmen.com/es/?utm_source=google&utm_medium=organic&utm_campaign=MyBusiness&utm_content=CAR&origin_source=google&origin_medium=organic&origin_campaign=MyBusiness,915 23 88 45,,4.4,1029,https://maps.google.com/?cid=8774133410041966879,OPERATIONAL,,False,True,"Modern rooms in a stately hotel offering a trendy TV lounge, plus free Wi-Fi, loaner bikes & iPads.",40.41894,-3.70277
Mercure Madrid Centro,hoteles,"lodging, point_of_interest, establishment","Calle de Lope de Vega, 49 28014 Madrid, Spain",https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=9618&merchantid=seo-maps-ES-9618&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,913 60 00 11,,4.3,1199,https://maps.google.com/?cid=9538222273746907746,OPERATIONAL,,False,True,Relaxed quarters with minifridges & complimentary Wi-Fi in a contemporary city-center hotel.,40.41402,-3.69451
Hotel NH Collection Madrid Paseo del Prado,hoteles,"lodging, point_of_interest, establishment","Plaza Canovas del Castillo, 4 28014 Madrid, Spain",https://www.nh-hotels.com/en/hotel/nh-collection-madrid-paseo-del-prado?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,913 30 24 00,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,4.5,1292,https://maps.google.com/?cid=13932832608951158111,OPERATIONAL,,False,True,"Polished hotel in a Neo-Baroque building, featuring stylish quarters, a tapas restaurant & a gym.",40.41487,-3.69451
Hotel Atlántico,hoteles,"lodging, point_of_interest, establishment","Gran Vía, 38 28013 Madrid, Spain",https://www.hotelatlantico.es/?utm_source=google&utm_medium=organic&utm_campaign=Google_My_Business,915 22 64 80,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,4.7,1374,https://maps.google.com/?cid=1102547187658424300,OPERATIONAL,,False,True,"Refined property offering 2 bars & a rooftop terrace with city views, plus free Wi-Fi.",40.42041,-3.70459
Petit Palace Santa Barbara,hoteles,"lodging, restaurant, food, point_of_interest, establishment","Plaza de Santa Bárbara, 10 28004 Madrid, Spain",https://www.petitpalacesantabarbara.com/en/?utm_source=google&utm_medium=organic&utm_campaign=MyBusiness&utm_content=SBA&origin_source=google&origin_medium=organic&origin_campaign=MyBusiness,913 91 44 21,,4.5,1747,https://maps.google.com/?cid=1632166818988052053,OPERATIONAL,,False,True,"Modern rooms in an upmarket hotel offering city views, loaner bikes & a cafe/bar, plus a terrace.",40.42643,-3.69638
Hotel Madrisol,hoteles,"lodging, point_of_interest, establishment","Calle de Núñez de Arce, 1 28012 Madrid, Spain",http://www.hotelmadrisol.com/,915 21 20 19,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,3.5,844,https://maps.google.com/?cid=5982264070168650361,OPERATIONAL,,False,True,"Straightforward hotel offering traditional rooms, some with balconies, plus free Wi-Fi & breakfast.",40.41585,-3.70117
Hotel Madrid II Castillas,hoteles,"lodging, point_of_interest, establishment","Calle de la Abada, 7 28013 Madrid, Spain",http://www.hoteldoscastillas-madrid.com/,915 24 97 50,,4.3,1367,https://maps.google.com/?cid=8017393821551646266,OPERATIONAL,,False,True,"Casual quarters with free Wi-Fi, plus a tapas restaurant, a lobby lounge & an airport shuttle.",40.41922,-3.70438
Hospes Puerta de Alcalá,hoteles,"spa, lodging, restaurant, food, point_of_interest, establishment","Plaza de la Independencia, 3 28001 Madrid, Spain",https://www.hospes.com/es/puerta-alcala/,600 45 94 22,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,4.4,1059,https://maps.google.com/?cid=1620157775343217552,OPERATIONAL,,False,True,"Upscale lodging featuring a chic restaurant & a cafe/bar, plus a spa & a fitness room.",40.42062,-3.68928
Suite Prado,hoteles,"lodging, point_of_interest, establishment","Calle de Manuel Fernández y González, 10 28014 Madrid, Spain",http://www.suiteprado.com/,914 20 23 18,,4.3,324,https://maps.google.com/?cid=7883951510894141353,OPERATIONAL,,False,False,Contemporary hotel featuring individually decorated suites with kitchenettes & free Wi-Fi.,40.41508,-3.69909
Hotel Vincci Soho,hoteles,"lodging, point_of_interest, establishment","Calle del Prado, 18 28014 Madrid, Spain",https://www.vinccisoho.com/?utm_source=google&utm_medium=organic&utm_campaign=GoogleMyBusiness&partner=8221,911 41 41 00,,4.4,3344,https://maps.google.com/?cid=12875885884808274349,OPERATIONAL,,False,True,Modern lodging in a chic option offering a stylish restaurant & a sleek lounge with a terrace bar.,40.41487,-3.6984
Petit Palace Preciados,hoteles,"lodging, point_of_interest, establishment","Calle de Galdo, 2 28013 Madrid, Spain",https://www.petitpalacepreciados.com/en/?utm_source=google&utm_medium=organic&utm_campaign=MyBusiness&utm_content=LON&origin_source=google&origin_medium=organic&origin_campaign=MyBusiness,915 31 41 05,,4.2,1376,https://maps.google.com/?cid=17600750106409143050,OPERATIONAL,,False,True,"Bright rooms in a relaxed hotel featuring free Wi-Fi, loaner bikes & iPads, plus a rooftop terrace.",40.41811,-3.70434
Hotel Príncipe 11,hoteles,"lodging, point_of_interest, establishment","Calle del Príncipe, 11 28012 Madrid, Spain",,914 29 44 70,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,3.5,64,https://maps.google.com/?cid=3263799257943110294,OPERATIONAL,,False,False,"Refined rooms & apartments with kitchenettes, plus free Wi-Fi & flat-screen TVs.",40.41577,-3.70027
Hostal Bianco,hoteles,"lodging, point_of_interest, establishment","Calle de Echegaray, 5 -1 28014 Madrid, Spain",http://www.hostalbianco.com/,913 69 13 32,,4.4,247,https://maps.google.com/?cid=368302928494256337,OPERATIONAL,,False,False,Simply decorated rooms in a humble budget hotel offering complimentary breakfast & Wi-Fi.,40.41601,-3.69957
7 Islas Hotel,hoteles,"lodging, point_of_interest, establishment","Calle de Valverde, 14 28004 Madrid, Spain",https://www.7islashotel.com/,915 23 46 88,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,4.5,1361,https://maps.google.com/?cid=3960801894784524600,OPERATIONAL,,False,True,"Basic rooms & suites, some offering terraces with city views, plus free Wi-Fi, a bar & bike rental.",40.42125,-3.70183
Hotel Vincci Centrum,hoteles,"lodging, point_of_interest, establishment","Calle de Cedaceros, 4 28014 Madrid, Spain",https://www.vinccicentrum.com/?utm_source=google&utm_medium=organic&utm_campaign=GoogleMyBusiness&partner=8221,913 60 47 20,,4.3,1436,https://maps.google.com/?cid=12609574520281017248,OPERATIONAL,,False,True,"Contemporary city choice featuring free Wi-Fi, plus a breakfast buffet & a casual bar.",40.41758,-3.6986
Hotel Mora,hoteles,"lodging, point_of_interest, establishment","Paseo del Prado, 32 28014 Madrid, Spain",https://www.sohohoteles.com/hotel-itc-mora-by-soho-boutique-2/,914 20 15 69,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,3.9,1213,https://maps.google.com/?cid=10902237342861718153,OPERATIONAL,,False,True,"Warm rooms, some with balconies, in a casual property offering a cafe/bar, dining & free Wi-Fi.",40.4113,-3.69318
HOTEL MIAU,hoteles,"lodging, point_of_interest, establishment","Calle del Príncipe, 26 28012 Madrid, Spain",https://hotelmiau.com/,913 69 71 20,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,4.3,302,https://maps.google.com/?cid=15449760743413009249,OPERATIONAL,,False,False,Relaxed property in a 19th-century building featuring unfussy rooms with balconies & free Wi-Fi.,40.41434,-3.70019
Boutike Cibeles,hoteles,"lodging, point_of_interest, establishment","Calle Alcalá, 57 28014 Madrid, Spain",https://boutike.eu/,917 81 65 61,,4.5,237,https://maps.google.com/?cid=9605778347213680280,OPERATIONAL,,False,False,Refined suites with kitchens in a posh hotel offering a restaurant & a terrace with city views.,40.41987,-3.69146
Hotel Liabeny,hoteles,"lodging, point_of_interest, establishment","Calle de la Salud, 3 28013 Madrid, Spain",https://www.liabeny.es/,915 31 90 00,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,4.5,3081,https://maps.google.com/?cid=10835656523381971922,OPERATIONAL,,False,True,"Laid-back rooms in a refined hotel offering an upmarket restaurant, a warm bar & a gym.",40.41868,-3.704
Hotel Mexico,hoteles,"lodging, point_of_interest, establishment","Calle del Gobernador, 24 28014 Madrid, Spain",http://www.hotelmexico.es/,914 29 25 00,,3.8,649,https://maps.google.com/?cid=12520965548855189356,OPERATIONAL,,False,True,Straightforward lodging featuring understated rooms with satellite TV & complimentary Wi-Fi.,40.41148,-3.69429
Petit Palace Savoy Alfonso XII,hoteles,"lodging, restaurant, food, point_of_interest, establishment","Calle de Alfonso XII, 18 28014 Madrid, Spain",https://www.petitpalacesavoyalfonsoxii.com/en/?utm_source=google&utm_medium=organic&utm_campaign=MyBusiness&utm_content=ALF&origin_source=google&origin_medium=organic&origin_campaign=MyBusiness,915 22 19 20,,4.5,1441,https://maps.google.com/?cid=1351899789122635724,OPERATIONAL,,False,True,"Chic hotel featuring a cafe/bar & a restaurant, plus complimentary loaner bikes & Wi-Fi.",40.41719,-3.68914
Hotel Regente Madrid,hoteles,"lodging, point_of_interest, establishment","Calle de Mesonero Romanos, 9 28013 Madrid, Spain",https://www.hotelregente.com/?utm_source=google&utm_medium=business&utm_campaign=maps,915 21 29 41,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,4.2,2917,https://maps.google.com/?cid=1101750140259892651,OPERATIONAL,,False,True,"Contemporary rooms in an old-school venue featuring a stylish coffee bar, plus free Wi-Fi.",40.41971,-3.7043
H10 Villa de la Reina Boutique Hotel,hoteles,"lodging, point_of_interest, establishment","Gran Vía, 22 28013 Madrid, Spain",https://www.h10hotels.com/es/hoteles-madrid/h10-villa-de-la-reina?utm_source=google_my_business&utm_medium=boton_sitio_web&utm_campaign=hvr,915 23 91 01,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,4.5,1467,https://maps.google.com/?cid=17735660054983483203,OPERATIONAL,,False,True,"Refined downtown lodging offering airy rooms with free Wi-Fi, plus a polished bar.",40.42004,-3.70028
ICON Embassy,hoteles,"lodging, restaurant, food, point_of_interest, establishment","Calle de Serrano, 46 28001 Madrid, Spain",https://www.iconembassy.com/en/?utm_source=google&utm_medium=organic&utm_campaign=MyBusiness&utm_content=EMB&origin_source=google&origin_medium=organic&origin_campaign=MyBusiness,914 31 30 60,,4.4,870,https://maps.google.com/?cid=16114351875904440605,OPERATIONAL,,False,True,Simply furnished quarters with free Wi-Fi in a casual hotel featuring a restaurant.,40.42702,-3.68732
Casino de Madrid,hoteles,"point_of_interest, establishment","Calle Alcalá, 15 28014 Madrid, Spain",http://www.casinodemadrid.es/,915 21 87 00,,4.6,2140,https://maps.google.com/?cid=17009545406297469052,OPERATIONAL,4,False,False,"Grand 19th-century venue with period artworks, for private & business events, plus a restaurant.",40.41781,-3.70026
"Radisson Blu Hotel, Madrid Prado",hoteles,"lodging, point_of_interest, establishment","Calle de Moratín, 52 28014 Madrid, Spain",https://www.radissonhotels.com/en-us/hotels/radisson-blu-madrid-prado?cid=a:se+b:gmb+c:emea+i:local+e:rdb+d:ukirwe+h:ESMADPRA,915 24 26 26,,4.3,1103,https://maps.google.com/?cid=11269722693172254317,OPERATIONAL,,False,True,"Contemporary hotel with a trendy bar & a restaurant, as well as a spa, an indoor pool & a gym.",40.41251,-3.69407
Hotel Anaco,hoteles,"lodging, point_of_interest, establishment","Calle de las Tres Cruces, 3 28013 Madrid, Spain",http://www.anacohotel.com/,915 22 46 04,,3.2,938,https://maps.google.com/?cid=3827746226387386939,OPERATIONAL,,False,False,"Casual, 1960s-style hotel offering complimentary Wi-Fi, plus a cafe & a lobby lounge.",40.41935,-3.70309
Hotel One Shot Prado,hoteles,"lodging, point_of_interest, establishment","Calle del Prado, 23 28014 Madrid, Spain",https://www.oneshothotels.com/es/hoteles/madrid/prado/,919 99 26 90,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,4.1,575,https://maps.google.com/?cid=17007821114836565159,OPERATIONAL,,False,True,"Stylish rooms, some with balconies, in a contemporary property featuring art exhibits & free Wi-Fi.",40.41511,-3.69813
Hotel Catalonia Las Cortes,hoteles,"lodging, point_of_interest, establishment","Calle del Prado, 6 28014 Madrid, Spain",https://www.cataloniahotels.com/es/hotel/catalonia-las-cortes?mb=1,913 89 60 51,,4.8,1168,https://maps.google.com/?cid=11660681167032090761,OPERATIONAL,,False,True,"Polished hotel in an 18th-century residence with ceiling frescoes, an informal bar & a dining room.",40.41448,-3.69943
Hotel Catalonia Puerta Del Sol,hoteles,"lodging, point_of_interest, establishment","Calle de Atocha, 23 28012 Madrid, Spain",https://www.cataloniahotels.com/es/hotel/catalonia-puerta-del-sol?mb=1,913 69 71 71,,4.7,1304,https://maps.google.com/?cid=11570683573147126643,OPERATIONAL,,False,True,"Modern lodging with 18th-century decor, a restaurant & a bar, plus a courtyard & free Wi-Fi.",40.41403,-3.70286
Hotel Ateneo Puerta del Sol,hoteles,"lodging, point_of_interest, establishment","Calle de la Montera, 22 28013 Madrid, Spain",http://www.hotelateneo.es/?utm_source=google&utm_medium=organic&utm_campaign=my_business,915 21 20 12,,4.2,615,https://maps.google.com/?cid=13574134043024265847,OPERATIONAL,,False,True,"Informal hotel offering simple rooms & suites in a 1700s building, plus meeting space & free Wi-Fi.",40.41824,-3.70242
